relative_time_0,packet_length_0,relative_time_1,packet_length_1,relative_time_2,packet_length_2,relative_time_3,packet_length_3,relative_time_4,packet_length_4,label
0,47,1.70E-05,47,3.30E-05,47,4.90E-05,47,6.70E-05,47,Discord_voice
0,102,9.80E-05,102,0.000461,163,0.000501,219,0.00056,223,Discord_voice
0,213,2.80E-05,212,6.70E-05,220,9.50E-05,226,0.000291,218,Discord_voice
0,127,8.30E-05,186,0.000123,220,0.000162,193,0.000206,185,Discord_voice
0,228,0.000246,209,0.000281,206,0.000351,219,0.001728,215,Discord_voice
0,103,5.30E-05,175,8.50E-05,225,0.000114,210,0.000193,200,Discord_voice
0,47,2.60E-05,47,9.70E-05,47,0.000127,47,0.000144,47,Discord_voice
0,126,1.60E-05,168,7.00E-05,218,0.000103,232,0.000215,227,Discord_voice
0,112,5.90E-05,191,8.30E-05,210,0.000117,170,0.000139,169,Discord_voice
0,149,3.90E-05,105,7.30E-05,103,0.000143,124,0.000272,199,Discord_voice
0,106,5.80E-05,109,7.90E-05,147,9.80E-05,208,0.000244,230,Discord_voice
0,127,3.80E-05,164,0.00025,187,0.00034,212,0.000787,208,Discord_voice
0,47,3.20E-05,47,6.40E-05,47,0.000103,47,0.000135,47,Discord_voice
0,106,0.000122,102,0.000165,144,0.000191,214,0.000218,234,Discord_voice
0,231,3.90E-05,231,7.60E-05,220,0.000216,208,0.00031,218,Discord_voice
0,102,3.40E-05,102,5.80E-05,166,8.40E-05,228,0.000106,238,Discord_voice
0,177,4.20E-05,221,7.40E-05,223,0.000135,231,0.000369,214,Discord_voice
0,211,0.000184,199,0.000249,182,0.00029,212,0.000329,206,Discord_voice
0,47,0.000118,47,0.000152,47,0.000177,47,0.0002,47,Discord_voice
0,47,0.00024,47,0.000323,47,0.000406,47,0.000537,47,Discord_voice
0,212,0.000112,218,0.00015,211,0.000225,211,0.000396,211,Discord_voice
0,193,3.70E-05,200,0.000149,183,0.000223,195,0.000437,209,Discord_voice
0,124,9.20E-05,206,0.000277,215,0.000326,186,0.000444,216,Discord_voice
0,103,0.00014,102,0.000316,102,0.000354,157,0.000637,195,Discord_voice
0,47,0.00015,47,0.000214,47,0.000232,47,0.000246,47,Discord_voice
0,47,7.20E-05,123,0.000138,219,0.0002,229,0.000626,189,Discord_voice
0,47,0.001286,102,0.001564,102,0.001919,146,0.001971,204,Discord_voice
0,103,0.000134,106,0.000229,160,0.000323,191,0.000416,221,Discord_voice
0,186,0.000324,186,0.000447,206,0.00056,209,0.000603,188,Discord_voice
0,226,0.000259,223,0.000368,226,0.000417,222,0.000484,221,Discord_voice
0,47,1.30E-05,47,2.60E-05,47,6.80E-05,47,8.20E-05,47,Discord_voice
0,216,0.000103,215,0.000377,226,0.000462,205,0.001132,211,Discord_voice
0,103,1.50E-05,103,0.000244,204,0.000263,150,0.000465,109,Discord_voice
0,102,0.000384,119,0.000408,143,0.000429,158,0.000444,107,Discord_voice
0,155,3.60E-05,115,0.000115,137,0.000215,121,0.000923,120,Discord_voice
0,103,5.00E-05,103,0.000157,153,0.000214,207,0.000325,219,Discord_voice
0,47,3.90E-05,47,7.20E-05,47,0.000102,47,0.000136,47,Discord_voice
0,103,4.70E-05,103,8.00E-05,140,0.000126,240,0.000161,241,Discord_voice
0,105,5.90E-05,103,0.000106,189,0.000155,229,0.000195,229,Discord_voice
0,203,4.40E-05,166,8.30E-05,125,0.000123,230,0.000158,224,Discord_voice
0,103,0.000171,102,0.000515,114,0.000594,200,0.000652,220,Discord_voice
0,222,2.80E-05,226,4.50E-05,223,6.20E-05,220,7.80E-05,236,Discord_voice
0,47,4.50E-05,47,7.20E-05,47,0.000127,47,0.000164,47,Discord_voice
0,47,3.00E-05,47,5.30E-05,47,0.000209,47,0.00025,47,Discord_voice
0,199,1.001285,123,1.001367,119,1.001438,129,1.001459,108,Discord_voice
0,135,7.30E-05,107,0.00015,120,0.000174,118,0.00026,107,Discord_voice
0,141,0.000145,234,0.000168,225,0.000208,233,0.000368,226,Discord_voice
0,155,0.00017,206,0.000209,212,0.000229,223,0.000402,229,Discord_voice
0,47,3.40E-05,47,0.000108,47,0.000142,47,0.000176,47,Discord_voice
0,102,0.000403,114,0.000489,187,0.000559,229,0.000628,227,Discord_voice
0,230,5.30E-05,222,9.40E-05,222,0.000142,218,0.000281,221,Discord_voice
0,209,3.10E-05,216,9.20E-05,217,0.000165,229,0.000197,234,Discord_voice
0,233,8.60E-05,218,0.000123,222,0.000248,213,0.000477,217,Discord_voice
0,206,4.50E-05,229,0.000446,225,0.000494,212,0.000833,223,Discord_voice
0,47,5.10E-05,47,7.40E-05,47,9.20E-05,47,0.000132,47,Discord_voice
0,103,8.50E-05,135,0.0002,182,0.000364,220,0.000422,237,Discord_voice
0,219,0.000106,220,0.000147,243,0.000194,227,0.00036,223,Discord_voice
0,103,9.50E-05,103,0.000137,189,0.000214,240,0.000256,224,Discord_voice
0,228,1.90E-05,224,3.80E-05,219,7.70E-05,230,9.70E-05,227,Discord_voice
0,103,4.70E-05,103,0.000149,129,0.000261,165,0.000411,227,Discord_voice
0,47,2.10E-05,47,0.000596,47,0.000634,47,0.000677,47,Discord_voice
0,208,0.000222,216,0.000266,177,0.000352,203,0.000605,186,Discord_voice
0,102,1.60E-05,168,3.20E-05,203,4.80E-05,214,6.40E-05,233,Discord_voice
0,102,3.00E-05,103,0.000292,143,0.000408,191,0.000843,214,Discord_voice
0,103,1.40E-05,102,8.70E-05,102,0.000101,103,0.000114,103,Discord_voice
0,103,1.70E-05,103,6.80E-05,126,9.50E-05,130,0.000114,119,Discord_voice
0,47,6.80E-05,47,0.000102,47,0.000127,47,0.000153,47,Discord_voice
0,131,6.40E-05,222,1.00E-04,225,0.000281,207,0.000325,233,Discord_voice
0,47,0.000208,47,0.000261,47,0.000331,47,0.000501,47,Discord_voice
0,138,3.70E-05,176,0.000149,205,0.000196,203,0.000479,224,Discord_voice
0,241,5.70E-05,220,0.000101,216,0.000148,221,0.000186,221,Discord_voice
0,107,4.20E-05,191,6.90E-05,216,9.40E-05,228,0.000116,237,Discord_voice
0,47,1.90E-05,47,6.30E-05,47,8.20E-05,47,0.000122,47,Discord_voice
0,203,2.10E-05,206,6.80E-05,211,8.90E-05,214,0.000128,205,Discord_voice
0,103,4.00E-05,103,8.20E-05,176,0.00014,226,0.000188,230,Discord_voice
0,103,4.10E-05,105,8.30E-05,197,0.000148,234,0.000213,231,Discord_voice
0,107,1.001905,103,1.001961,140,1.002005,224,1.002046,219,Discord_voice
0,103,6.60E-05,119,1.001364,163,1.001474,216,1.001555,171,Discord_voice
0,47,8.70E-05,47,0.000132,47,0.000324,47,0.000357,47,Discord_voice
0,47,0.000309,105,0.000485,192,0.000546,228,0.000586,226,Discord_voice
0,47,0.000152,47,0.000445,47,0.000491,47,0.000539,47,Discord_voice
0,103,0.000271,103,0.000343,103,0.00039,103,0.000429,103,Discord_voice
0,102,5.80E-05,102,0.000247,47,0.000288,47,0.000325,47,Discord_voice
0,217,0.000168,210,0.000232,192,0.000271,184,0.000307,153,Discord_voice
0,47,4.90E-05,47,7.40E-05,47,0.000104,47,0.000127,47,Discord_voice
0,162,0.000244,215,0.000325,225,0.000374,210,0.00043,182,Discord_voice
0,206,5.20E-05,235,0.000115,229,0.000192,218,0.000228,211,Discord_voice
0,103,1.90E-05,128,0.000129,233,0.000151,235,0.000171,231,Discord_voice
0,220,2.20E-05,230,4.20E-05,225,7.90E-05,218,0.000105,218,Discord_voice
0,102,3.90E-05,136,7.00E-05,186,0.0001,204,0.000127,143,Discord_voice
0,47,6.90E-05,47,0.000111,47,0.000322,47,0.000366,47,Discord_voice
0,47,3.70E-05,47,0.000165,47,0.000237,47,0.000295,47,Discord_voice
0,172,0.000112,208,0.00018,202,0.000223,221,0.000267,230,Discord_voice
0,122,7.20E-05,121,0.000156,118,0.000283,121,0.000413,120,Discord_voice
0,133,3.80E-05,148,0.000224,138,0.000266,123,0.000304,127,Discord_voice
0,103,3.70E-05,103,0.000137,121,0.000178,133,0.000216,122,Discord_voice
0,47,0.001045,47,0.001425,47,0.001621,47,0.001773,47,Discord_voice
0,112,9.30E-05,168,0.000185,215,0.000226,209,0.000263,208,Discord_voice
0,108,2.60E-05,102,0.000149,132,0.000171,191,0.00035,209,Discord_voice
0,217,1.50E-05,218,3.50E-05,206,5.00E-05,191,9.50E-05,160,Discord_voice
0,141,4.30E-05,180,0.000133,221,0.000376,150,0.000413,107,Discord_voice
0,103,0.000478,103,0.00054,123,0.000618,122,0.00076,118,Discord_voice
0,47,7.70E-05,47,0.000187,47,0.000206,47,0.000276,47,Discord_voice
0,47,3.30E-05,47,0.000303,47,0.000346,47,0.000469,47,Discord_voice
0,103,6.20E-05,103,0.000112,118,0.000179,200,0.000303,237,Discord_voice
0,115,4.20E-05,144,0.000117,138,0.000165,168,0.000275,188,Discord_voice
0,102,4.00E-05,118,0.000219,174,0.000437,216,0.000519,188,Discord_voice
0,159,0.000192,107,0.0004,168,0.000746,211,0.001091,107,Discord_voice
0,47,0.000107,47,0.000278,47,0.000328,47,0.000423,47,Discord_voice
0,198,2.30E-05,160,4.40E-05,113,9.50E-05,108,0.000121,106,Discord_voice
0,220,3.90E-05,202,6.90E-05,194,0.000217,199,0.000248,203,Discord_voice
0,205,3.70E-05,202,0.000179,220,0.000216,203,0.000352,201,Discord_voice
0,47,1.30E-05,47,2.50E-05,47,3.60E-05,47,4.80E-05,47,Discord_voice
0,199,1.90E-05,177,9.20E-05,175,0.000124,172,0.000138,47,Discord_voice
0,47,1.60E-05,47,3.20E-05,47,6.80E-05,47,9.90E-05,47,Discord_voice
0,47,5.40E-05,47,7.40E-05,47,0.000935,47,0.00098,47,Discord_voice
0,103,1.90E-05,103,0.000157,102,0.000178,171,0.000199,208,Discord_voice
0,102,8.10E-05,103,0.000118,117,0.000156,170,0.000253,215,Discord_voice
0,176,0.000173,160,0.00037,109,0.00053,108,0.00092,103,Discord_voice
0,47,0.000162,47,0.000317,47,0.000357,47,0.000767,47,Discord_voice
0,47,5.80E-05,47,9.40E-05,47,0.000132,47,0.000164,47,Discord_voice
0,102,0.000607,105,0.000753,185,0.001008,227,0.001032,230,Discord_voice
0,103,3.70E-05,103,7.90E-05,132,0.000121,224,0.00016,226,Discord_voice
0,233,7.10E-05,221,0.000102,221,0.000166,203,0.000201,178,Discord_voice
0,223,0.000143,229,0.000164,228,0.000206,223,0.000228,216,Discord_voice
0,103,6.10E-05,102,8.90E-05,102,0.000177,126,0.000209,220,Discord_voice
0,47,5.30E-05,47,0.000423,47,0.000448,47,0.000467,47,Discord_voice
0,47,3.90E-05,47,0.000134,47,0.000166,47,0.000392,47,Discord_voice
0,47,0.000189,47,1.001935,47,1.001969,47,1.002098,47,Discord_voice
0,116,1.001877,107,1.001916,127,1.002046,127,1.002076,132,Discord_voice
0,47,0.000619,47,0.000725,47,0.000743,47,0.001089,47,Discord_voice
0,146,0.000208,175,0.000228,47,0.000245,47,0.000262,47,Discord_voice
0,47,0.00058,47,0.000642,47,0.000659,47,0.000672,47,Discord_voice
0,102,0.0002,138,0.000229,214,0.000256,212,0.000285,187,Discord_voice
0,103,1.30E-05,103,2.70E-05,115,4.80E-05,208,0.000385,217,Discord_voice
0,102,0.000127,104,0.000209,139,0.00035,199,0.000371,182,Discord_voice
0,103,3.30E-05,103,9.40E-05,153,0.000123,198,0.000145,193,Discord_voice
0,102,0.000496,103,0.000548,132,0.000579,140,0.000834,112,Discord_voice
0,212,0.000166,216,0.000303,224,0.000466,204,0.000679,201,Discord_voice
0,47,0.00011,47,0.000236,47,0.000519,47,0.000607,47,Discord_voice
0,106,0.000152,107,0.000266,103,0.000698,103,0.000872,102,Discord_voice
0,103,0.000121,103,0.000323,103,0.000766,103,0.000833,47,Discord_voice
0,102,3.60E-05,103,6.90E-05,103,0.000105,102,0.00014,47,Discord_voice
0,103,4.70E-05,103,8.80E-05,133,0.000128,168,0.000168,173,Discord_voice
0,47,0.000411,47,0.000458,47,0.000595,47,0.000887,47,Discord_voice
0,47,5.80E-05,47,8.50E-05,47,0.000112,47,0.000198,47,Discord_voice
0,205,4.00E-05,220,0.000131,218,0.000215,210,0.000289,235,Discord_voice
0,102,7.50E-05,124,0.00015,177,0.003763,215,0.003821,215,Discord_voice
0,204,0.000201,226,0.000249,224,0.000326,217,0.000416,218,Discord_voice
0,113,3.60E-05,120,0.000248,106,0.000325,103,0.000414,103,Discord_voice
0,47,4.00E-05,47,5.50E-05,47,6.90E-05,47,0.00016,47,Discord_voice
0,47,5.10E-05,47,0.000111,47,0.000128,47,0.000243,47,Discord_voice
0,103,0.000106,102,0.000177,102,0.00021,103,0.000276,125,Discord_voice
0,204,3.60E-05,195,0.000107,161,0.000206,107,0.000272,102,Discord_voice
0,103,0.000277,102,0.00033,128,0.000434,133,0.000491,118,Discord_voice
0,197,0.000247,189,0.00048,171,0.000804,160,0.00166,217,Discord_voice
0,47,2.60E-05,47,4.10E-05,47,5.40E-05,47,0.000125,47,Discord_voice
0,47,1.10E-05,47,3.50E-05,47,5.90E-05,47,9.30E-05,47,Discord_voice
0,181,0.000134,187,0.000157,172,0.000191,167,0.000225,157,Discord_voice
0,107,2.00E-05,47,7.80E-05,47,0.000112,47,0.000145,47,Discord_voice
0,196,3.70E-05,213,7.40E-05,206,0.000119,221,0.000158,216,Discord_voice
0,103,1.001787,103,1.001842,103,1.001926,107,1.002002,172,Discord_voice
0,47,1.80E-05,47,3.60E-05,47,7.70E-05,47,9.30E-05,47,Discord_voice
0,103,7.90E-05,102,0.000129,164,0.000213,233,0.000243,221,Discord_voice
0,158,4.50E-05,118,8.60E-05,196,0.000147,220,0.000408,212,Discord_voice
0,194,0.000333,179,0.00039,188,0.000647,195,0.000724,179,Discord_voice
0,117,0.000117,116,0.00021,1201,0.000251,115,0.000535,793,GoogleMeet_video
0,696,0.00017,713,0.001294,81,0.002705,821,0.003842,258,GoogleMeet_video
0,103,7.80E-05,304,0.00012,111,0.000195,115,0.000237,281,GoogleMeet_video
0,794,0.99885,77,1.004469,983,1.006757,181,1.009884,680,GoogleMeet_video
0,1051,4.40E-05,1051,0.000121,1048,0.000176,794,0.000242,792,GoogleMeet_video
0,717,0.000627,733,0.003703,87,0.006991,817,0.008242,107,GoogleMeet_video
0,340,0.000115,118,0.000172,285,0.000212,114,0.000289,115,GoogleMeet_video
0,905,0.002864,102,0.003807,709,0.005014,281,0.005871,666,GoogleMeet_video
0,710,2.20E-05,727,0.001702,81,0.002335,792,0.003878,103,GoogleMeet_video
0,949,2.30E-05,949,4.70E-05,950,6.90E-05,950,9.10E-05,952,GoogleMeet_video
0,121,6.20E-05,567,0.000172,124,0.000207,119,0.000261,743,GoogleMeet_video
0,701,0.000148,717,0.000187,719,0.000228,719,0.000269,719,GoogleMeet_video
0,106,4.10E-05,107,0.00021,109,0.000231,108,0.000295,110,GoogleMeet_video
0,98,0.000169,109,0.00105,114,0.002075,117,0.00231,111,GoogleMeet_video
0,94,0.000231,102,0.00054,110,0.001132,102,0.001331,103,GoogleMeet_video
0,1217,8.20E-05,1213,0.000132,1213,0.000188,1213,0.000241,1213,GoogleMeet_video
0,70,0.000914,78,0.001495,84,0.001909,78,0.00241,79,GoogleMeet_video
0,86,0.001075,90,0.001427,86,0.001799,88,0.00196,93,GoogleMeet_video
0,1151,0.00023,1151,0.000349,1152,0.000407,1152,0.000486,1152,GoogleMeet_video
0,1170,8.00E-05,1186,0.00013,1186,0.000204,1186,0.000255,1186,GoogleMeet_video
0,109,0.000566,109,0.001045,110,0.001263,125,0.001457,110,GoogleMeet_video
0,289,0.000245,945,0.000339,945,0.000479,945,0.000808,945,GoogleMeet_video
0,1209,8.90E-05,1209,0.000217,1209,0.000289,1209,0.000361,1209,GoogleMeet_video
0,121,0.000371,1086,0.000435,1086,0.000506,1086,0.00057,1086,GoogleMeet_video
0,109,5.00E-05,112,0.000437,107,0.000454,114,0.000477,104,GoogleMeet_video
0,103,4.90E-05,93,0.000679,88,0.000878,96,0.001252,90,GoogleMeet_video
0,127,0.000815,112,0.003161,107,0.003781,88,0.003928,103,GoogleMeet_video
0,1159,0.000202,1155,0.000305,1155,0.000343,1155,0.000379,1155,GoogleMeet_video
0,102,0.000544,110,0.001297,95,0.001625,100,0.002443,119,GoogleMeet_video
0,78,0.000796,76,0.001252,77,0.001901,78,0.002095,79,GoogleMeet_video
0,126,0.000533,319,0.000593,134,0.000619,131,0.000645,284,GoogleMeet_video
0,1088,0.00016,1090,0.000262,1104,0.000374,1106,0.000409,1106,GoogleMeet_video
0,121,0.000122,116,0.000167,128,0.000538,119,0.000627,113,GoogleMeet_video
0,700,5.60E-05,716,0.000444,111,0.001146,636,0.003698,109,GoogleMeet_video
0,173,5.80E-05,115,0.000139,113,0.000213,254,0.000366,110,GoogleMeet_video
0,1013,0.004797,115,0.005228,898,0.007495,223,0.009483,782,GoogleMeet_video
0,141,4.30E-05,124,5.80E-05,129,8.90E-05,120,0.00014,122,GoogleMeet_video
0,105,0.001252,93,0.001349,97,0.001386,102,0.001919,96,GoogleMeet_video
0,78,0.0004,74,0.000663,84,0.001067,79,0.001218,79,GoogleMeet_video
0,1111,0.000381,1132,0.000415,1132,0.000578,1132,0.000612,1132,GoogleMeet_video
0,104,0.000221,99,0.000848,101,0.000865,104,0.001809,96,GoogleMeet_video
0,70,0.000571,72,0.001068,73,0.001393,74,0.001756,74,GoogleMeet_video
0,978,3.80E-05,127,0.000144,131,0.000213,668,0.000236,125,GoogleMeet_video
0,800,0.003033,664,0.003062,676,0.004551,337,0.006718,442,GoogleMeet_video
0,229,0.000115,215,0.000409,256,0.000654,197,0.000958,227,GoogleMeet_video
0,872,0.002116,223,0.004162,1018,0.006122,189,0.009348,945,GoogleMeet_video
0,959,3.40E-05,108,5.50E-05,103,0.000142,844,0.001084,103,GoogleMeet_video
0,734,0.000761,751,0.001089,753,0.001113,753,0.001301,753,GoogleMeet_video
0,247,7.50E-05,283,0.000122,272,0.000158,106,0.000207,214,GoogleMeet_video
0,1086,0.000137,1102,0.000203,1102,0.000268,1102,0.000333,1102,GoogleMeet_video
0,108,3.30E-05,108,6.80E-05,108,0.000266,115,0.000411,105,GoogleMeet_video
0,103,0.000149,104,1.00132,100,1.001508,100,1.002109,101,GoogleMeet_video
0,85,1.001534,83,1.001584,84,1.001689,86,1.002093,81,GoogleMeet_video
0,1179,3.40E-05,1175,7.60E-05,1175,0.000111,1176,0.000154,1176,GoogleMeet_video
0,77,0.000113,76,0.001211,75,0.00167,293,0.00173,780,GoogleMeet_video
0,102,0.000425,99,0.000709,101,0.001084,91,0.001097,101,GoogleMeet_video
0,1035,6.50E-05,1035,0.000128,1035,0.000197,1035,0.00026,1035,GoogleMeet_video
0,613,0.001765,110,0.001861,844,0.004813,217,0.006803,854,GoogleMeet_video
0,119,0.000133,1204,0.00033,1204,0.00051,1204,0.000639,1204,GoogleMeet_video
0,953,0.003879,103,0.006602,770,0.007327,129,0.00762,658,GoogleMeet_video
0,119,8.20E-05,962,0.000132,963,0.000212,963,0.001414,126,GoogleMeet_video
0,1183,6.00E-05,1195,0.000193,1195,0.000227,1191,0.000625,1144,GoogleMeet_video
0,1102,9.30E-05,1102,0.000383,827,0.000438,827,0.002994,1127,GoogleMeet_video
0,1212,7.10E-05,1212,0.000347,1068,0.00041,1068,0.000473,1068,GoogleMeet_video
0,106,0.000403,109,0.000665,996,0.000754,997,0.000826,997,GoogleMeet_video
0,724,0.000146,740,0.001717,83,0.003807,823,0.006259,122,GoogleMeet_video
0,45,0.000106,695,0.000145,693,0.000204,1090,0.00026,1200,GoogleMeet_video
0,892,0.000166,909,0.000344,162,0.00081,907,0.001386,353,GoogleMeet_video
0,107,0.000406,682,0.000548,111,0.000619,111,0.000769,946,GoogleMeet_video
0,742,2.50E-05,759,0.000312,145,0.002449,770,0.002698,159,GoogleMeet_video
0,109,9.60E-05,1183,0.000168,1183,0.000244,1183,0.000313,1183,GoogleMeet_video
0,1167,0.000133,1168,0.000222,1168,0.000301,1168,0.001862,752,GoogleMeet_video
0,123,0.000114,118,0.002029,108,0.002054,112,0.002092,112,GoogleMeet_video
0,108,0.000181,107,0.000489,102,0.000965,101,0.001264,111,GoogleMeet_video
0,70,0.000493,72,0.000659,73,0.000926,74,0.000992,82,GoogleMeet_video
0,1191,0.000312,1187,0.000339,1187,0.000366,1187,0.000408,1187,GoogleMeet_video
0,103,0.000577,103,0.99578,92,0.996959,90,0.99721,293,GoogleMeet_video
0,88,0.995041,82,0.996264,82,0.997422,85,0.99848,78,GoogleMeet_video
0,104,0.000236,106,0.000268,106,0.000345,104,0.000364,106,GoogleMeet_video
0,108,0.000526,105,0.001461,113,0.001877,109,0.002006,103,GoogleMeet_video
0,70,0.000219,72,0.001329,73,0.001452,74,1.003573,74,GoogleMeet_video
0,1109,0.000273,1129,0.001049,1129,0.001222,1129,0.001303,1129,GoogleMeet_video
0,89,0.000383,85,0.005115,95,0.005842,92,0.005914,86,GoogleMeet_video
0,100,0.001761,104,0.005341,103,0.005689,101,0.005749,97,GoogleMeet_video
0,133,0.000139,1080,0.00064,123,0.000699,734,0.000754,732,GoogleMeet_video
0,716,5.20E-05,732,1.005444,781,1.005459,116,1.005759,905,GoogleMeet_video
0,502,0.000217,119,0.000663,109,0.0007,106,0.00088,599,GoogleMeet_video
0,274,0.003171,1114,0.003819,1130,0.00389,1130,0.003954,1130,GoogleMeet_video
0,109,0.000103,1155,0.00018,1155,0.000252,1155,0.000336,1155,GoogleMeet_video
0,90,0.007762,809,0.009125,192,0.009632,1074,0.011115,303,GoogleMeet_video
0,955,0.000279,632,0.000377,1071,0.001289,1080,0.001352,1080,GoogleMeet_video
0,719,0.000183,736,0.003903,84,0.005613,823,0.005991,122,GoogleMeet_video
0,112,0.000324,109,0.000438,114,0.000655,110,0.000774,111,GoogleMeet_video
0,108,0.00027,103,0.000533,105,0.000979,107,0.001071,108,GoogleMeet_video
0,81,0.000556,76,0.000658,73,0.00075,74,1.003136,74,GoogleMeet_video
0,1108,0.000138,1128,0.000172,1128,0.000442,1128,0.00049,1128,GoogleMeet_video
0,107,0.00097,102,0.001781,111,0.002096,120,0.002442,122,GoogleMeet_video
0,100,0.000718,100,0.001489,97,0.001564,93,0.001844,89,GoogleMeet_video
0,116,4.80E-05,123,0.000361,120,0.000591,119,0.000625,119,GoogleMeet_video
0,104,0.00036,98,0.000593,101,0.001537,102,0.001635,102,GoogleMeet_video
0,87,0.000208,86,0.00044,78,0.00142,79,0.001445,74,GoogleMeet_video
0,408,0.00024,410,0.000263,410,0.000282,410,0.000491,410,GoogleMeet_video
0,123,0.00055,119,0.001072,120,0.00183,125,0.001959,293,GoogleMeet_video
0,70,0.000387,72,0.001108,73,0.001498,74,0.001776,74,GoogleMeet_video
0,111,0.000527,113,0.000673,111,0.000746,112,0.000813,112,GoogleMeet_video
0,715,0.000165,731,0.000309,733,0.000369,733,0.000431,733,GoogleMeet_video
0,106,0.000191,1114,0.000308,1114,0.000568,1114,0.000664,1114,GoogleMeet_video
0,179,0.000175,984,0.004527,226,0.00706,1190,0.009565,348,GoogleMeet_video
0,501,0.000112,107,0.000589,113,0.000694,366,0.00099,108,GoogleMeet_video
0,996,0.002904,181,0.003994,771,0.005945,268,0.008064,722,GoogleMeet_video
0,129,0.00014,947,0.000231,121,0.000353,1122,0.000538,120,GoogleMeet_video
0,734,9.00E-05,750,0.000113,752,0.000135,752,0.000158,752,GoogleMeet_video
0,110,0.000119,112,0.000356,112,0.000401,108,0.000812,107,GoogleMeet_voice
0,111,5.40E-05,113,9.40E-05,113,0.000139,122,0.000335,127,GoogleMeet_voice
0,112,5.90E-05,45,0.000907,117,0.001012,108,0.00106,105,GoogleMeet_voice
0,105,0.000191,108,0.000302,108,0.000341,107,0.000419,115,GoogleMeet_voice
0,114,0.000247,45,0.00098,113,0.001169,45,0.00157,111,GoogleMeet_voice
0,115,0.000101,117,0.000263,123,0.000441,118,0.000538,117,GoogleMeet_voice
0,115,0.000172,130,0.000211,115,0.000286,116,0.000357,113,GoogleMeet_voice
0,116,0.000195,45,0.000282,122,0.00036,113,0.000395,108,GoogleMeet_voice
0,113,0.000205,110,0.000277,112,0.00042,107,0.00051,121,GoogleMeet_voice
0,109,0.000317,45,0.000404,116,0.000483,112,0.000519,108,GoogleMeet_voice
0,126,6.40E-05,111,0.000107,115,0.000146,120,0.00022,128,GoogleMeet_voice
0,105,0.000308,45,0.001213,129,0.001251,112,0.00135,109,GoogleMeet_voice
0,110,0.000108,127,0.00015,106,0.000319,113,0.000353,113,GoogleMeet_voice
0,45,0.000312,115,0.000354,115,0.000376,113,0.000412,114,GoogleMeet_voice
0,114,5.90E-05,110,8.40E-05,112,0.000222,113,0.000266,110,GoogleMeet_voice
0,118,0.000108,45,0.002462,111,0.002847,115,0.002922,126,GoogleMeet_voice
0,104,2.20E-05,45,7.80E-05,133,0.000303,123,0.000329,125,GoogleMeet_voice
0,100,4.30E-05,101,0.000115,100,0.000156,103,0.000236,100,GoogleMeet_voice
0,108,0.000494,129,0.00126,115,0.001369,109,0.001518,115,GoogleMeet_voice
0,115,3.20E-05,110,0.000434,112,0.000472,120,0.000689,112,GoogleMeet_voice
0,113,0.000195,110,0.000267,103,0.000377,106,0.000415,108,GoogleMeet_voice
0,111,3.60E-05,45,0.000102,111,0.000292,108,0.00033,113,GoogleMeet_voice
0,114,4.60E-05,106,0.000101,103,0.000127,107,0.000155,108,GoogleMeet_voice
0,118,4.20E-05,114,7.90E-05,114,0.000115,109,0.000191,107,GoogleMeet_voice
0,111,7.80E-05,113,0.000222,112,0.000262,112,0.000331,117,GoogleMeet_voice
0,118,6.70E-05,117,0.000144,116,0.000323,114,0.000376,108,GoogleMeet_voice
0,115,0.000126,45,0.000176,120,0.000284,109,0.000387,113,GoogleMeet_voice
0,45,0.000125,124,0.000394,115,0.001456,107,0.001619,108,GoogleMeet_voice
0,115,9.70E-05,105,0.000137,45,0.000262,120,0.000409,128,GoogleMeet_voice
0,107,0.000324,128,0.000411,122,0.000516,111,0.000619,111,GoogleMeet_voice
0,110,3.70E-05,107,6.60E-05,106,0.000163,107,0.000385,117,GoogleMeet_voice
0,120,5.90E-05,123,0.000169,114,0.000412,117,0.00057,112,GoogleMeet_voice
0,106,0.000158,104,0.00028,104,0.000318,45,0.000804,113,GoogleMeet_voice
0,45,0.00096,115,0.00107,111,0.001157,113,0.001335,110,GoogleMeet_voice
0,109,0.000101,111,0.00037,112,0.000408,112,0.000442,112,GoogleMeet_voice
0,107,0.000112,45,0.000431,123,0.000507,109,0.000617,108,GoogleMeet_voice
0,120,0.000564,124,0.000606,113,0.000634,107,0.000664,114,GoogleMeet_voice
0,117,0.000342,117,0.000495,115,0.000635,116,0.000744,119,GoogleMeet_voice
0,80,0.000128,45,0.000716,80,0.000749,45,1.002295,79,GoogleMeet_voice
0,118,0.000528,121,0.001111,110,0.001134,115,0.001265,116,GoogleMeet_voice
0,83,5.40E-05,769,0.001078,158,1.00109,216,1.001197,63,Messenger_video
0,146,5.80E-05,650,8.50E-05,701,0.000317,285,0.000403,285,Messenger_video
0,285,0.000174,182,0.00022,285,0.00026,285,0.000386,285,Messenger_video
0,892,9.60E-05,892,0.000134,889,0.000553,51,0.000678,1027,Messenger_video
0,44,0.001066,49,0.001281,44,0.002052,157,0.002187,230,Messenger_video
0,83,2.80E-05,809,9.70E-05,810,0.001347,161,0.002149,219,Messenger_video
0,82,2.50E-05,615,0.000799,615,0.000836,167,0.001019,780,Messenger_video
0,285,2.80E-05,365,5.10E-05,285,7.40E-05,285,0.000116,285,Messenger_video
0,285,4.50E-05,1060,0.000221,53,0.000265,1061,0.000356,1061,Messenger_video
